uid,psychopathy,machiavellianism,narcissism,openness,conscientiousness,extraversion,agreeableness,neuroticism,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100
35,1.111111111,1.7,2.111111111,5.5,4,3,6,4.5,12.64,0,0,0,0,2,16,45,29,2.78960396,404,1127,35,0,1.643452676,2.303196057,3.051152522,1125,8,0,0,14.88,19.68,55.6,32.78,9.33,6.36,4.41,0.3,0.97,0.48,0.19,2.98,4.44,8.84,5.51,1.8,5.96,0.46,3.15,8.08,2.83,1.13,1.23,1.62,0.42,4.74,0.3,0.17,0.66,5.34,2.96,2.35,0.38,0.84,0.44,8.71,1.48,0.95,0.82,1.33,0.93,0.31,2.02,1.45,2.18,1.22,0.41,0.42,2.52,0.99,0.61,0.56,0.46,8.79,1.06,4,3.84,1.3,1.2,1.8,0.49,0.35,0.39,0.15,0.69,0.12,0.28,12.34,1.91,10.75,0.07,0.79,1.67,1.84,1.11,2.02,0.89,16.72,51.06
36,2.111111111,2.6,3,4,5.5,4.5,3.5,2.5,54.95,3,10,18,36,56,65,63,157,49.52307692,65,3219,142,0,2.798650645,2.783903579,4.597486762,39581,6,0,21,12.07,20.69,77.04,48.35,13.92,9.24,5.47,0.42,2.18,0.69,0.48,4.68,5.42,14.4,9.34,2.52,9.56,1.09,5.05,10.16,4.28,2.17,2.18,1.66,0.91,7.6,0.2,0.22,0.68,7.88,4.81,3.04,0.43,1.43,0.48,12.91,1.65,1.09,1.66,2.62,1.33,0.46,2.68,2.4,1.98,0.63,0.66,0.59,2.68,0.79,0.43,0.76,0.78,11.75,1.84,4.83,5.22,1.76,1.33,1.31,0.54,0.56,0.61,0.14,1.03,0.37,0.2,8.21,2.95,0.88,0.03,1.69,0.92,0.37,0.29,2.83,0.23,10.31,29
37,2.777777778,2.6,3.222222222,7,6,5.5,4.5,3,51.49,0,0,0,2,46,159,193,56,15.61835749,207,3233,149,1,3.205745541,2.656098202,3.891704676,7793,303,0,140,30.04,25.71,49.54,25.12,4.76,2.84,0.81,0.22,1.52,0.1,0.19,1.92,3.19,6.55,4.13,0.76,4.83,0.51,1.81,8.17,2.05,0.72,1.37,3.13,0.02,7.09,0.07,0.15,0.45,4.57,3.58,0.96,0.13,0.37,0.21,9.15,1.35,1.93,0.74,1.18,0.66,0.4,2.13,0.99,1.12,0.5,0.35,0.18,0.97,0.34,0.28,0.22,0.17,10.02,1.27,4.61,4.08,2.28,2.33,1.47,0.12,1.09,0.23,0.13,0.21,0.04,0.09,7.14,1.27,7.06,0.11,0.75,1.48,1.61,0.52,1.11,0.72,33.7,56.69
38,1.444444444,1.8,2.333333333,3.5,5,3,4,3,18.17,0,0,0,0,0,2,5,9,1.639004149,241,395,0,0,1.716003344,1.86332286,2.593286067,392,0,0,4,20.05,18.49,66.79,40.4,9.73,6.26,2.28,0.93,1.9,0.82,0.32,3.47,5.71,11.01,6.87,1.64,7.69,0.76,3.26,9.71,3.64,1.49,1.85,1.35,0.02,7.81,0.44,0.23,1.01,5.46,4.17,1.29,0.25,0.4,0.34,11.5,1.39,1.5,1.12,1.5,1.1,0.4,3.31,1.83,2.17,0.76,0.51,0.3,2.57,0.57,0.5,0.32,1.2,10.8,1.37,4.51,4.93,1.29,1.24,1.47,0.57,0.46,1.47,0.23,0.48,0.1,0.15,11.35,1.62,6.66,0.15,0.86,2.53,1.29,0.93,2.04,0.21,15.99,44.82
39,2.777777778,2.3,4,6.5,4,6.5,6,2,49.14,0,0,0,2,23,124,225,59,9.887195122,328,3243,31,1,1.913813852,2.64246452,3.815378485,6537,336,0,2,12.49,20.88,67.69,40.43,11.94,8.01,3.86,0.42,2.42,0.9,0.42,3.93,4.79,12.29,7.46,2.82,7.88,0.79,3.85,8.93,3.76,1.41,1.77,1.87,0.25,8.6,0.39,0.22,0.94,7.64,5.4,2.22,0.33,0.74,0.46,11.25,1.8,1.15,1.25,1.81,1.13,0.51,2.48,1.98,2.4,1.16,0.61,0.48,2.18,0.71,0.36,0.8,0.43,9.65,1.07,4.69,4.03,1.33,1.17,2.03,0.42,0.68,0.38,0.25,0.83,0.11,0.3,7.53,2.81,3.02,0.29,1.43,2.93,2.63,0.75,1.82,0.43,13.63,37.92
40,1.333333333,2.8,2.666666667,6,6,6,4,2.5,40.59,0,0,1,1,6,38,183,75,4.141388175,778,3222,33,1,2.973589623,2.401400541,3.679881942,4785,2,0,40,38.18,22.87,27.62,14.57,2.42,1.61,0.92,0.27,0.25,0.07,0.11,0.81,2.03,4.63,3.16,1.09,3.03,0.29,0.98,5.22,0.7,0.29,0.58,3.08,0.03,2.51,0.03,0.04,0.17,2,1.49,0.5,0.03,0.15,0.13,3.78,0.54,0.69,0.34,0.32,0.28,0.18,0.79,0.35,0.77,0.32,0.19,0.23,0.73,0.27,0.18,0.04,0.25,6.11,0.54,3.47,2.03,1.34,0.69,0.92,0.18,0.78,0.07,0.53,0.37,0.27,0.07,16.58,2.53,7.36,0.32,0.95,1.23,1.26,1.07,2.25,0.93,19.65,55.38
41,1.888888889,2.9,2.777777778,6,4,2,4,3,28.48,0,0,0,0,0,2,4,8,1.714285714,287,492,72,1,1.72427587,2.045322979,2.692846919,493,2,0,0,41.95,25.42,18.55,8.06,1.88,1.52,1.32,0.09,0.09,0.02,0,0.35,1.63,1.4,0.65,0.32,0.97,0.06,0.8,2.55,0.4,0.15,0.35,1.97,0.02,1.43,0.25,0.03,0.09,1.97,1.6,0.37,0.02,0.11,0.09,2.69,0.34,0.42,0.17,0.08,0.26,0.09,0.72,0.49,1.46,0.42,0.83,0.12,0.58,0.22,0.18,0.17,0.17,3.92,0.66,2.18,0.97,0.77,0.48,1.66,0.31,0.34,0.97,0.26,0.32,0.05,0.02,13.26,1.86,10.89,0.05,0.54,1.4,1.69,1.58,1.23,1.41,27.48,62.99
42,1.333333333,2.3,3.111111111,4,7,2,5,3,10,0,0,0,0,0,2,0,2,1.05,20,21,0,1,1.278753601,1.462397998,1.322219295,21,0,0,0,23.69,19.48,50,27.27,7.79,5.84,2.27,0,2.6,0.97,0,1.95,6.17,6.49,3.25,0.32,6.17,0,0.65,6.49,1.62,0.65,0.97,2.92,0.65,5.52,0,0,0,3.57,2.27,1.3,0,0.32,0,6.49,1.3,1.3,0.32,1.62,0.65,0.65,0.97,0.65,2.6,0.97,1.62,0,3.25,0.97,0,0.65,2.27,8.77,0.65,3.9,3.57,1.3,1.3,2.92,0.32,2.27,0,0.32,0,0,0,13.64,4.87,8.77,0,0.32,0.32,1.3,0.97,2.27,1.62,23.38,59.09
43,1.222222222,3.5,2.444444444,6,4.5,1,5.5,3.5,20.01,0,0,0,0,0,25,183,16,3.686705202,865,3189,36,0,1.698970004,1.897627091,3.641573253,4381,29,0,1,12.17,18.22,72.39,44.14,12.52,8.09,5.03,0.37,1.82,0.35,0.53,4.44,4.5,13.41,8.37,2.08,9.51,0.93,4.99,9.16,4.25,2.08,2.3,1.12,0.44,6.89,0.19,0.16,0.84,6.05,3.3,2.61,0.31,1.05,0.5,13.81,2.17,1.47,1.62,2.78,1.22,0.5,2.49,2.83,2.67,1.05,0.65,0.65,2.77,1.2,0.69,0.31,0.73,10.79,1.27,4.5,5.26,1.12,1.18,1.62,0.4,0.65,0.3,0.19,1.22,0.37,0.36,14.92,2.07,2.65,0.1,1.79,1.83,1.74,0.94,2.99,0.51,10.1,40.08
44,3,2.8,3.222222222,6.5,4.5,6.5,6.5,3,54.27,0,2,13,41,70,72,70,99,45.81428571,70,3207,158,0,3.096562438,2.383815366,4.575153192,37597,262,0,125,25.13,24.6,18,8.04,1.53,1.19,0.51,0.32,0.28,0.05,0.03,0.35,0.73,2.85,1.81,0.98,1.72,0.07,0.58,2.77,0.35,0.13,0.31,1.77,0.05,2.69,0.05,0.03,0.17,1.67,1.27,0.39,0.04,0.14,0.1,2.33,0.44,0.43,0.13,0.11,0.21,0.13,0.56,0.21,0.34,0.14,0.06,0.12,0.52,0.17,0.2,0.05,0.11,3.43,0.23,2.24,0.93,0.86,0.59,0.62,0.21,0.41,0.08,0.48,0.48,0.51,0.13,6.11,4.02,5.72,0.78,1.24,1.72,1.75,0.12,0.95,0.5,20.31,44.68
45,1.444444444,2.8,2,2,6.5,5,4.5,7,15.13,0,0,0,0,0,5,23,17,2.028953229,449,911,67,0,1.73239376,1.73239376,2.966141733,925,2,0,1,26.39,20.24,58.43,32.61,7.1,4.57,2.27,0.25,1.27,0.43,0.34,2.53,3.98,9.14,6.06,1.77,5.85,0.65,3.19,9.25,2.79,1.11,1.54,1.48,0.18,4.59,0.17,0.11,0.45,4.16,3.03,1.11,0.19,0.45,0.16,8.47,1.21,0.61,1.01,1.78,1.01,0.28,1.74,1.88,5.36,4.19,0.5,0.49,1.16,0.37,0.31,0.24,0.26,12.39,1.01,3.78,5.77,0.98,0.88,1.18,0.39,0.74,0.15,0.11,0.42,0.12,0.24,10.41,1.53,3.89,0.05,0.71,2.41,0.81,0.28,1.67,0.11,13.91,36
46,2.111111111,2.9,3,6,4.5,5,4.5,2.5,37.97,0,0,0,0,0,7,41,17,2.308931186,683,1577,22,1,1.73239376,1.633468456,3.199206479,1582,21,0,2,15.8,19.22,69.18,42.11,10.15,6.43,3.93,0.43,1.53,0.29,0.25,3.73,5.59,10.82,6.27,2.04,7.22,0.85,4.26,11.32,4.22,1.31,2.19,2.29,0.22,5.49,0.32,0.19,0.41,5.55,3.78,1.71,0.22,0.7,0.29,12.19,1.68,1.39,1.28,2.48,1.09,0.48,2.64,2.49,2.15,0.91,0.41,0.52,1.98,0.46,0.37,0.2,1,12.75,1.76,5.6,5.45,1.48,1.61,1.83,0.64,0.96,0.26,0.11,0.65,0.29,0.26,13.34,4.32,2.68,0.13,1.36,2.02,2.22,1.09,2.86,0.61,9.31,40.76
47,2.555555556,3,3,5,4,4,4.5,3.5,41.55,0,0,1,5,39,137,183,75,12.3908046,261,3234,76,1,3.214313897,3.124178055,4.134846209,13641,193,0,132,17.45,21.36,63.3,37.86,9.64,6.21,3.08,0.54,1.67,0.32,0.6,3.43,4.45,10.5,6.43,2.04,6.85,0.86,3.64,9.82,3.58,1.45,1.89,1.81,0.06,7.04,0.15,0.11,0.69,5.48,4.34,1.12,0.18,0.35,0.21,11.65,1.74,1.44,1.3,2.13,0.91,0.47,2.49,2.24,2.03,0.89,0.57,0.46,1.35,0.34,0.22,0.27,0.55,10.75,1.43,4.76,4.54,2.23,1.54,1.42,0.3,0.97,0.24,0.08,0.58,0.19,0.2,9.5,1.86,5.58,0.81,1.22,1.17,1.16,0.53,2.69,0.74,16.93,44.07
48,1.333333333,2.3,3,5,6,5,5.5,3,51.48,0,0,0,2,23,124,227,47,10.24444444,315,3227,88,0,2.99343623,2.924279286,3.932321532,8557,287,0,43,11.88,18.9,67.38,40.37,11.47,7.99,4.74,0.53,1.79,0.58,0.34,3.48,5.03,11.61,7.09,2.13,7.71,0.8,3.53,10.63,2.76,1.48,1.95,2.3,0.14,7.32,0.68,0.21,0.65,5.99,4.38,1.58,0.19,0.53,0.37,10.49,1.57,1.14,1.33,1.91,1.06,0.49,2.01,1.99,2.31,0.94,0.61,0.54,1.74,0.42,0.31,0.28,0.79,11.92,1.56,5.11,5.39,1.67,1.49,1.91,0.6,0.87,0.38,0.14,0.41,0.11,0.26,11.02,2.9,4.45,0.16,0.87,0.96,0.6,1.3,3.3,0.72,14.98,42.38
49,1.666666667,3.2,2.888888889,6.5,6,4.5,3.5,2.5,26.48,1,1,1,3,3,12,37,111,2.766968326,442,1223,136,0,2.356025857,2.269512944,3.087426457,1223,22,0,7,13.79,21.93,45.09,24.65,5.41,3.53,2.04,0.28,0.79,0.13,0.29,1.88,3.61,6.89,4.14,1.11,4.86,0.55,2.72,5.84,2.38,1.08,1.28,1.81,0.29,3.98,0.03,0.11,0.46,4.94,3,1.92,0.11,0.89,0.25,7.95,1.21,0.67,1.04,1.55,0.53,0.51,1.5,1.68,1.16,0.47,0.38,0.21,0.86,0.41,0.09,0.11,0.27,6.88,0.82,3.31,2.82,1.47,1.07,1.64,0.81,0.63,0.23,1.14,1.12,0.45,0.19,8.46,4.8,3.59,0.06,1.7,0.34,2.74,1,1.03,0.44,13.14,38.04
50,3.111111111,3.4,2.333333333,6.5,2,5,4,4,11.03,0,0,0,0,0,2,0,4,2,11,22,84,0,1.079181246,1.681241237,1.301029996,20,0,0,0,22.44,18.66,69.08,44.29,14.76,8.64,5.01,0.28,2.51,0.56,0.28,6.13,5.29,10.31,6.41,1.39,8.64,0,4.74,9.19,4.74,0.84,3.06,2.23,0.28,7.24,0,0.56,1.67,6.13,3.9,2.23,0.28,1.11,0,15.32,2.79,1.11,0,3.06,1.95,0.84,3.06,3.34,1.95,0.56,0.28,0.84,0.56,0,0,0,0.56,5.85,0,1.67,4.18,1.11,1.11,1.11,0,0.56,0.28,0,0.56,0,0.28,5.85,2.51,3.34,0.28,1.39,1.67,1.11,0.56,2.23,0,16.43,36.49
51,2.555555556,2.8,3.222222222,6.5,2.5,5.5,4,4,57.91,2,2,12,37,71,78,76,153,42.65789474,76,3242,76,1,4.302071054,3.585686278,4.841628474,69443,127,0,1476,11,20.09,67.73,41.77,11.28,7.14,4.21,0.36,1.66,0.34,0.57,4.14,5.87,12.45,7.68,2.23,8.31,1.01,3.82,10.37,2.81,1.31,2.12,1.34,0.08,6.31,0.11,0.06,0.53,5.22,4.09,1.11,0.19,0.3,0.22,11.27,1.75,1.29,1.43,2.38,0.95,0.47,2.1,2.02,2.59,1.1,0.93,0.47,1.43,0.44,0.28,0.15,0.6,11.09,1.42,5.22,4.57,1.52,1.19,1.89,0.38,0.91,0.3,0.17,0.61,0.15,0.22,14.06,0.66,4.14,0.37,1.12,0.17,0.3,0.28,3.22,0.65,16.57,43.46
52,1,2.4,2.111111111,4,7,1,5,3.5,44.89,0,0,0,0,0,25,140,20,3.2027897,932,2985,147,0,2.774516966,2.716837723,3.473048805,2972,4909,0,12,9.63,20.3,70.33,41.46,10.57,7.09,4.28,0.73,1.2,0.44,0.45,3.48,5.49,11.28,6.69,2.32,7.67,0.65,3.59,10.61,3.67,1.6,2.04,2.05,0.02,6.86,0.25,0.13,0.6,5.22,3.84,1.33,0.2,0.3,0.29,12.08,1.82,1.4,1.4,1.94,0.88,0.51,2.8,2.24,2.95,1.24,0.74,0.62,2.11,0.68,0.36,0.26,0.83,13.09,1.83,6.12,5.14,2.44,1.52,1.65,0.9,0.66,0.11,0.05,0.43,0.13,0.2,12.74,3.13,3.16,0.43,1.16,1.52,1.65,3.09,2.48,1.33,8.74,40.71
53,1.666666667,2.6,2.555555556,5.5,2.5,1.5,2,4,49.42,0,0,0,1,3,8,55,41,2.613043478,690,1803,102,0,2.292256071,2.475671188,3.256477206,1805,50,0,12,14.09,20.72,60.81,36.87,9.32,5.76,3.45,0.51,1.13,0.35,0.32,3.56,4.84,9.39,5.74,1.74,6.49,0.61,3.47,9.92,3.13,1.07,2.1,2.55,0.1,4.79,0.15,0.11,0.38,5.18,3.84,1.32,0.19,0.49,0.24,10.86,1.61,1.35,0.93,1.85,0.86,0.4,2.67,1.95,1.69,0.64,0.51,0.4,1,0.28,0.26,0.19,0.32,10.61,1.39,4.57,4.57,2.77,1.9,1.57,0.36,0.89,0.26,0.1,0.32,0.12,0.16,12.02,3.19,6.33,0.11,0.75,0.76,1.27,1.06,2.66,0.88,16.4,46.36
54,1.666666667,3.1,2.111111111,5.5,5,1.5,6,3.5,10,0,0,0,0,0,2,0,4,1.472727273,55,81,0,1,1.301029996,1.653212514,1.908485019,81,0,0,1,9.13,22.22,73.69,36.93,7.19,4.74,3.76,0.33,0.16,0.49,0,2.45,5.56,9.64,5.88,2.12,6.05,0.98,4.58,10.29,3.43,0.98,2.12,1.96,0.16,2.94,0,0,1.14,7.19,4.25,2.94,0.16,0.82,0.16,6.86,0.49,0.49,0.98,1.63,0.33,0.16,1.47,1.63,3.1,2.29,0,0.49,3.76,0.65,2.45,0.16,0.49,17.65,1.63,5.39,9.97,3.1,1.63,2.78,0.16,0.49,0.33,0,1.96,0.49,0,15.03,2.12,1.14,0.65,1.14,8.01,1.31,0.65,1.96,0.33,7.68,40.69
55,1.777777778,2.8,2.555555556,6,3,4,5.5,3,16.96,0,0,0,0,3,22,86,24,3.29766537,514,1695,160,0,2.155336037,2.170261715,3.229169703,1695,11,0,4,14.35,19.7,71.84,42.6,10.06,5.99,3.62,0.47,1.22,0.33,0.35,4.07,5.62,12.44,8.02,2.34,8.07,1.04,4.6,10.63,3.38,1.79,2.27,1.53,0.09,5.93,0.23,0.09,0.63,6.22,4.33,1.86,0.4,0.56,0.41,13.15,2,1.49,1.47,2.54,1.41,0.73,2.17,2.39,2.16,0.92,0.52,0.57,1.69,0.4,0.43,0.26,0.61,12.97,1.67,5.15,6.33,2.47,1.93,1.44,0.45,0.85,0.2,0.24,0.64,0.17,0.33,11.44,1.68,3.03,0.07,0.92,2.17,0.85,0.66,2.97,0.39,10.7,35.3
56,1.888888889,2.9,3.333333333,7,5,6,4.5,3,49.02,0,0,0,0,1,6,58,29,2.600628931,636,1654,86,0,2.621176282,2.195899652,3.218272854,1653,21,0,22,12.78,20.2,54.05,32.04,6.45,3.83,1.97,0.33,1.05,0.23,0.25,2.62,4.64,9.49,6.05,1.3,6.94,0.63,3.17,7.65,3.13,1.26,2.09,2.44,0.1,4.48,0.06,0.07,0.52,4.58,3.15,1.41,0.14,0.36,0.23,10.96,1.66,1.86,1.13,1.75,0.86,0.36,2.3,1.97,1.59,0.86,0.3,0.35,0.99,0.19,0.22,0.17,0.43,8.22,0.87,3.51,3.9,2.04,1.98,1.47,0.26,0.59,0.2,0.15,0.45,0.09,0.24,13.16,2.75,5.79,0.39,0.96,1.18,2.49,0.94,1.63,0.91,17.93,49.19
57,2.222222222,2.8,3.888888889,7,4,6.5,5.5,2.5,21.82,0,0,0,0,1,9,36,29,2.274590164,488,1110,20,1,2.545307116,2.770852012,3.046885191,1114,3,0,10,14.01,23.13,62.79,31.65,6.43,4.15,2.22,0.63,0.95,0.13,0.21,2.28,3.86,8.71,5,1.55,5.79,0.68,3.56,9.81,2.6,0.85,1.74,3.58,0.23,5.62,0.3,0.32,0.7,5.37,3.97,1.39,0.17,0.55,0.29,9.54,1.37,1.36,0.77,1.23,0.92,0.42,2.44,1.44,1.76,0.73,0.43,0.47,1.71,0.4,0.44,0.25,0.63,14.89,1.54,5.57,6.65,3.83,2.07,2.72,0.74,1.08,0.16,0.11,0.58,0.27,0.17,15.81,2.25,4.69,0.14,0.91,4.22,1.73,0.5,1.77,0.99,13.43,47.68
58,2.444444444,3.2,3.555555556,5,6.5,4,3,2.5,27.46,0,0,0,2,13,84,209,48,6.205769231,520,3227,115,1,2.338456494,2.155336037,3.845532117,7007,8,0,9,11.46,18.79,64.54,37.2,9.69,6.3,3.87,0.41,1.3,0.39,0.32,3.39,4.65,10.84,6.07,2.21,7.28,0.7,2.82,10.2,3.47,1.23,1.46,3.43,1.54,5.51,0.26,0.16,0.49,5.61,3.06,2.54,0.15,1.62,0.26,9.52,0.89,0.93,0.9,1.25,0.75,0.69,3.11,1.57,1.77,0.86,0.39,0.46,2.5,1.51,0.34,1.33,0.32,12.77,1.38,6.23,5.15,1.85,1.78,2.43,0.34,0.77,0.32,0.43,0.64,0.09,0.24,9.15,2.95,3.96,0.08,1.23,3.02,0.36,0.51,2.91,0.15,13.3,37.8
59,2.777777778,2.8,2.555555556,5,3,3.5,4,6,45.48,0,0,0,4,46,137,186,60,12.92369478,249,3218,96,1,2.915927212,2.029383778,3.831165634,6779,628,0,36,13.73,20.59,40.63,22.71,6.08,3.65,2.27,0.21,0.77,0.16,0.24,2.43,2.94,6.35,4.01,1.37,4.24,0.39,2.63,5.13,2.29,0.89,1.14,1.52,0.2,3.69,0.09,0.08,0.58,3.58,2.1,1.46,0.14,0.73,0.16,6.54,1.16,0.79,0.58,1.11,0.65,0.36,1.14,1.16,1.2,0.47,0.35,0.3,0.86,0.33,0.16,0.23,0.19,6.67,0.7,3.39,2.66,1,0.7,1.11,0.46,0.38,0.44,1.13,1.04,0.39,0.18,8.79,3.9,4.94,0.63,1.11,1.02,1.36,2.49,1.64,0.66,12.8,41.09
60,1.777777778,2.1,3,6.5,6.5,6,6.5,2,11.89,0,0,0,0,0,6,38,19,2.455377574,437,1073,0,1,2.399673721,2.930949031,3.029383778,1070,2,0,1,16.4,17.96,72.83,45.94,8.92,4.66,1.98,0.34,1.18,0.48,0.68,4.26,7.4,12.32,8.24,2.56,8.15,0.69,3.69,12.93,4.28,1.66,2.29,2.17,0.04,6.69,0.08,0.06,0.41,3.65,2.23,1.4,0.11,0.4,0.27,12.26,1.55,1.49,1.42,2.26,0.81,0.45,3.36,2.14,2.17,0.96,0.61,0.41,0.9,0.26,0.25,0.04,0.37,14.49,2.04,7.03,5.33,3.22,1.82,2.01,0.48,1,0.14,0.11,0.34,0.21,0.26,7.55,3.69,1.5,0.04,1.12,0.96,2.9,2.75,3.08,0.11,6.12,29.92
61,1.444444444,2.4,3.777777778,6.5,6,4,5.5,6,39.62,0,0,2,4,21,69,214,75,6.950643777,466,3239,120,0,2.713490543,2.586587305,3.877889425,7549,579,0,24,11.61,19.82,74.97,46,13,8.34,5.65,0.36,1.38,0.6,0.34,4.66,5.59,12.68,7.7,2.42,8.54,0.87,4.71,10.91,4.54,1.65,2.15,1.79,0.51,6.65,0.3,0.17,0.82,7.8,5.09,2.65,0.35,1,0.49,12.37,1.69,1.27,1.39,1.73,1.38,0.45,3.02,2.24,2.65,1.31,0.66,0.54,2.14,0.59,0.37,0.64,0.59,12.29,1.39,5.26,5.84,1.47,1.72,2.34,0.45,0.5,0.47,0.16,0.73,0.15,0.35,9.13,3.35,1.58,0.08,1.23,1.78,1.58,4.84,3.86,0.5,7.03,35.55
62,1.444444444,2.6,2.222222222,7,6,3.5,6.5,1.5,40.51,0,0,0,0,0,2,2,10,1.787234043,47,84,141,0,1.977723605,2.292256071,1.924279286,84,1,0,2,16.94,21.48,64.43,37.34,8.71,6.2,3.47,0.07,2.07,0.44,0.15,2.51,4.28,9.67,5.54,1.55,7.16,0.66,4.28,10.63,3.84,1.18,1.33,1.18,0.15,6.94,0.37,0.22,0.44,7.31,6.05,1.25,0.15,0.74,0.22,11.22,1.99,1.55,0.81,1.62,0.89,0.52,2.73,1.62,2.14,0.96,0.66,0.37,1.77,0.44,0.37,0.74,0.22,11.44,1.85,5.83,3.91,2.66,1.48,1.25,0.44,0.81,0.3,0.22,0.74,0.22,0.15,9,2.44,4.28,0.07,0.81,2.58,2.44,0.89,1.7,0.15,15.28,39.93
63,1.666666667,2.8,2.222222222,5.5,3,2,4,5.5,,,,,,,,,,,,,137,0,1.255272505,1.73239376,3.801472314,6331,802,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.111111111,2.2,2.888888889,5.5,3,3.5,3.5,5,50.5,0,0,0,5,47,122,184,46,12.16541353,266,3236,136,0,3.522835314,3.074816441,4.060584531,11497,41,0,245,16.81,22.22,66.51,39.7,9.45,5.77,3.06,0.52,1.4,0.38,0.41,3.68,5.28,10.91,6.99,2.02,7.12,0.93,4.07,9.69,3.38,1.63,2.21,2.05,0.24,6.54,0.15,0.07,0.47,5.49,3.35,2.06,0.28,0.82,0.37,12.16,1.88,1.48,1.3,1.83,1.21,0.59,2.32,2.15,1.63,0.71,0.54,0.32,1.39,0.42,0.42,0.27,0.32,11.5,1.41,4.75,5.3,2.72,1.6,1.5,0.29,1.03,0.26,0.19,0.92,0.23,0.2,10.67,2.21,4.51,0.38,1.12,1.68,1.77,1.02,3.36,0.5,14.34,42.37
65,2.666666667,3.7,3.555555556,7,6,6.5,3.5,2.5,41.93,0,1,3,9,48,125,165,97,16.45876289,194,3193,139,1,2.886490725,3.020361283,4.143919938,13929,14,0,31,16.03,21.83,59.76,33.62,8.96,5.53,2.46,0.53,1.31,0.83,0.41,3.43,3.96,10.28,6.46,1.88,7.17,0.6,3.31,8.02,2.36,1.59,1.85,1.97,0.19,6.69,0.2,0.15,0.68,7.46,5.31,2.05,0.33,0.68,0.53,8.84,1.16,0.89,0.89,1.39,1.18,0.53,1.76,1.54,2.6,1.6,0.54,0.37,2.06,0.76,0.49,0.37,0.53,10.39,1.24,4.82,4.29,1.43,1.28,1.63,0.3,1.07,0.44,0.25,1.14,0.26,0.16,7.6,1.86,4.9,0.21,1.4,4.88,0.91,0.48,2.95,0.3,21.47,47.33
66,3.555555556,2.8,3.555555556,5,6,5,3.5,6,14.41,0,0,0,0,0,2,0,4,1.377777778,45,62,0,0,1.681241237,1.707570176,1.799340549,63,0,0,0,15.52,19.04,61.91,36.33,6.84,4.1,2.34,0.1,1.07,0.39,0.2,2.73,5.18,9.57,6.05,1.66,6.35,0.88,3.42,11.13,2.73,1.07,2.05,1.86,0.1,5.47,0.1,0,0.88,5.66,3.32,2.34,0.1,1.56,0.29,8.79,0.78,1.17,0.59,1.27,1.17,0.88,2.25,1.17,2.34,0.78,0.29,0.88,1.27,0.2,0.39,0.29,0.88,10.25,1.86,4.79,4.2,2.05,1.07,1.86,0.59,1.56,0.68,0.29,0.49,0.1,0.49,8.79,0.98,4.49,0,1.46,3.32,2.44,1.07,2.44,0.39,14.84,40.53
67,2.222222222,2.6,2.777777778,7,3.5,2.5,4.5,1,48.4,0,0,0,0,0,12,78,18,2.710451977,708,1919,37,1,2.31386722,2.633468456,3.283527365,1921,27,0,9,18.69,18.74,54.52,31,8.57,5.77,3.32,0.6,1.08,0.43,0.34,2.81,3.96,8.48,5.39,1.39,5.83,0.73,2.7,7.68,2.53,1.14,1.37,3.27,0.07,5.13,0.23,0.13,0.43,4.69,3.38,1.29,0.23,0.38,0.35,8.34,1,0.81,0.87,1.19,0.71,0.42,2.26,1.62,2.28,0.98,0.56,0.37,2.31,0.43,0.38,0.25,1.29,10.33,1.17,4.79,4.33,1.16,1.18,2.41,0.69,0.64,0.59,0.17,0.76,0.14,0.14,11.35,3.37,6.58,0.05,1.11,1.93,1.82,1.38,2.73,1.88,24.32,58.38
68,1.777777778,1.8,1.222222222,3.5,6,2,4.5,3,,,,,,,,,,,,,153,1,1.939519253,2.378397901,2.824125834,667,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
